Order ID,Order Date,Supplier,Product,Category,Warehouse,City,Quantity Ordered,Quantity Received,Unit Cost (INR),Expected Delivery Days,Actual Delivery Days,Stock Level,Reorder Level,Order Status,Pending Quantity,Delivery Variance,Order Value (INR),Inventory Status
ORD00161,11-02-2025,Zenith Supply,Tablet,Electronics,WH-South-02,Lucknow,238,0,11584.22,3,6,148,109,In Transit,238,3,2757044.36,Optimal
ORD00162,25-11-2025,Mahindra Logistics,Water Purifier,Home & Kitchen,WH-West-03,Chennai,257,257,1142.97,3,3,237,101,Delivered,0,0,293743.29,Overstocked
ORD00163,15-04-2025,BlueDart Suppliers,Induction Cooktop,Home & Kitchen,WH-East-01,Pune,400,400,5443.71,8,10,263,87,Delivered,0,2,2177484,Overstocked
ORD00164,15-10-2025,Mahindra Logistics,Wireless Headphones,Electronics,WH-West-03,Delhi,161,161,8753.21,5,4,315,89,Delivered,0,-1,1409266.81,Overstocked
ORD00165,03-08-2025,FastTrack Corp,Denim Jeans,Apparel,WH-Central-04,Pune,122,122,1761.77,10,14,157,152,Delivered,0,4,214935.94,Optimal
ORD00166,12-09-2025,Om Logistics,Smartphone,Electronics,WH-Central-04,Ahmedabad,148,148,4814.43,8,6,305,103,Delivered,0,-2,712535.64,Overstocked
ORD00167,01-12-2025,TCI Express,Detergent Pack,FMCG,WH-North-01,Delhi,245,166,317.42,7,8,205,45,Partially Delivered,79,1,77767.9,Overstocked
ORD00168,27-01-2025,Mahindra Logistics,Wiper Blades,Automotive,WH-East-01,Jaipur,172,86,701.48,11,14,319,145,Partially Delivered,86,3,120654.56,Overstocked
ORD00169,15-12-2025,BlueDart Suppliers,Engine Oil,Automotive,WH-North-01,Kolkata,216,0,3659.08,8,12,73,136,Cancelled,216,4,790361.28,Reorder Needed
ORD00170,12-04-2025,Om Logistics,Wiper Blades,Automotive,WH-Central-04,Mumbai,48,30,559.55,14,15,76,98,Partially Delivered,18,1,26858.4,Reorder Needed
ORD00171,07-11-2025,FastTrack Corp,Brake Pads,Automotive,WH-Central-04,Pune,108,108,2011.11,12,12,260,104,Delivered,0,0,217199.88,Overstocked
ORD00172,30-09-2025,Zenith Supply,Almond Pack,FMCG,WH-West-03,Mumbai,213,213,564.05,4,6,13,141,Delivered,0,2,120142.65,Reorder Needed
ORD00173,02-11-2025,Mahindra Logistics,Detergent Pack,FMCG,WH-North-01,Lucknow,270,270,363.14,13,15,124,127,Delivered,0,2,98047.8,Reorder Needed
ORD00174,17-01-2025,Nexus Global,Air Filter,Automotive,WH-South-02,Mumbai,250,250,1686.14,5,7,256,92,Delivered,0,2,421535,Overstocked
ORD00175,01-02-2026,Apex Logistics,LED Headlights,Automotive,WH-South-02,Jaipur,131,131,2699.64,13,16,88,80,Delivered,0,3,353652.84,Optimal
ORD00176,24-08-2025,TCI Express,Car Battery,Automotive,WH-East-01,Chennai,337,337,2385.14,6,6,152,68,Delivered,0,0,803792.18,Overstocked
ORD00177,30-01-2026,Mahindra Logistics,Electric Kettle,Home & Kitchen,WH-West-03,Pune,270,270,2439.37,14,14,278,113,Delivered,0,0,658629.9,Overstocked
ORD00178,14-07-2025,BlueDart Suppliers,Detergent Pack,FMCG,WH-East-01,Mumbai,172,0,1344.14,4,5,131,123,In Transit,172,1,231192.08,Optimal
ORD00179,18-01-2026,Mahindra Logistics,Protein Powder,FMCG,WH-Central-04,Chennai,312,312,1020.21,5,4,122,115,Delivered,0,-1,318305.52,Optimal
ORD00180,05-05-2025,TCI Express,Tablet,Electronics,WH-South-02,Hyderabad,51,51,2883.33,8,11,70,138,Delivered,0,3,147049.83,Reorder Needed
ORD00181,03-01-2025,Om Logistics,Brake Pads,Automotive,WH-West-03,Ahmedabad,358,358,1217.77,7,8,45,47,Delivered,0,1,435961.66,Reorder Needed
ORD00182,30-11-2025,TCI Express,Brake Pads,Automotive,WH-North-01,Bengaluru,238,0,4017.2,5,3,253,90,Cancelled,238,-2,956093.6,Overstocked
ORD00183,06-04-2025,Apex Logistics,Mixer Grinder,Home & Kitchen,WH-East-01,Lucknow,333,333,1304.31,8,8,278,122,Delivered,0,0,434335.23,Overstocked
ORD00184,26-09-2025,TCI Express,Protein Powder,FMCG,WH-West-03,Chennai,123,68,1161.02,8,8,95,131,Partially Delivered,55,0,142805.46,Reorder Needed
ORD00185,08-01-2025,Mahindra Logistics,Cookware Set,Home & Kitchen,WH-South-02,Lucknow,463,463,3802.01,9,11,205,51,Delivered,0,2,1760330.63,Overstocked
ORD00186,09-12-2025,BlueDart Suppliers,Laptop,Electronics,WH-West-03,Pune,152,152,1314.75,9,9,168,74,Delivered,0,0,199842,Overstocked
ORD00187,04-06-2025,Apex Logistics,Air Filter,Automotive,WH-East-01,Pune,379,379,1368.84,13,12,207,60,Delivered,0,-1,518790.36,Overstocked
ORD00188,18-12-2025,Zenith Supply,Air Filter,Automotive,WH-North-01,Chennai,213,213,2919.96,6,6,310,98,Delivered,0,0,621951.48,Overstocked
ORD00189,11-07-2025,TCI Express,Almond Pack,FMCG,WH-West-03,Jaipur,435,435,980.12,6,6,41,116,Delivered,0,0,426352.2,Reorder Needed
ORD00190,27-09-2025,FastTrack Corp,Shampoo Bottle,FMCG,WH-North-01,Lucknow,82,82,227.2,11,15,76,108,Delivered,0,4,18630.4,Reorder Needed
ORD00191,26-03-2025,Delhivery Direct,Induction Cooktop,Home & Kitchen,WH-North-01,Hyderabad,392,392,3540.79,4,8,232,47,Delivered,0,4,1387989.68,Overstocked
ORD00192,09-03-2025,Delhivery Direct,LED Headlights,Automotive,WH-Central-04,Mumbai,311,311,2295.75,7,5,1,144,Delivered,0,-2,713978.25,Reorder Needed
ORD00193,17-01-2026,Nexus Global,Track Pants,Apparel,WH-North-01,Kolkata,201,0,1645.71,11,9,241,48,Cancelled,201,-2,330787.71,Overstocked
ORD00194,17-01-2025,BlueDart Suppliers,Water Purifier,Home & Kitchen,WH-South-02,Kolkata,216,180,5466.43,9,12,192,88,Partially Delivered,36,3,1180748.88,Overstocked
ORD00195,11-02-2025,FastTrack Corp,Brake Pads,Automotive,WH-North-01,Bengaluru,300,95,2011.54,5,5,237,78,Partially Delivered,205,0,603462,Overstocked
ORD00196,11-12-2025,TCI Express,LED Headlights,Automotive,WH-West-03,Hyderabad,151,151,2288.56,5,5,57,152,Delivered,0,0,345572.56,Reorder Needed
ORD00197,17-01-2025,Apex Logistics,Shampoo Bottle,FMCG,WH-South-02,Hyderabad,59,59,276.12,3,6,24,130,Delivered,0,3,16291.08,Reorder Needed
ORD00198,06-05-2025,Delhivery Direct,Smartwatch,Electronics,WH-South-02,Jaipur,136,136,13873.68,3,3,119,77,Delivered,0,0,1886820.48,Optimal
ORD00199,22-02-2026,FastTrack Corp,Car Battery,Automotive,WH-South-02,Chennai,473,473,987.37,13,17,140,78,Delivered,0,4,467026.01,Optimal
ORD00200,01-02-2025,BlueDart Suppliers,Wiper Blades,Automotive,WH-West-03,Jaipur,278,164,592.22,8,10,213,129,Partially Delivered,114,2,164637.16,Optimal
ORD00201,29-07-2025,Om Logistics,Formal Shirt,Apparel,WH-South-02,Jaipur,267,116,795.79,6,6,237,143,Partially Delivered,151,0,212475.93,Optimal
ORD00202,30-01-2025,Om Logistics,LED Headlights,Automotive,WH-Central-04,Jaipur,93,93,1992.52,7,7,230,50,Delivered,0,0,185304.36,Overstocked
ORD00203,09-07-2025,Mahindra Logistics,Bluetooth Speaker,Electronics,WH-North-01,Chennai,218,0,12517.69,12,10,300,64,In Transit,218,-2,2728856.42,Overstocked
ORD00204,06-01-2026,Delhivery Direct,Brake Pads,Automotive,WH-South-02,Pune,180,0,4323.78,3,3,60,134,Cancelled,180,0,778280.4,Reorder Needed
ORD00205,18-01-2026,Mahindra Logistics,Protein Powder,FMCG,WH-West-03,Hyderabad,307,307,552.02,7,9,183,123,Delivered,0,2,169470.14,Optimal
ORD00206,07-06-2025,TCI Express,Cookware Set,Home & Kitchen,WH-West-03,Ahmedabad,75,42,4573.24,14,17,104,157,Partially Delivered,33,3,342993,Reorder Needed
ORD00207,09-07-2025,Apex Logistics,Water Purifier,Home & Kitchen,WH-Central-04,Hyderabad,404,0,1485.84,7,11,213,114,Cancelled,404,4,600279.36,Optimal
ORD00208,01-06-2025,FastTrack Corp,Denim Jeans,Apparel,WH-South-02,Kolkata,316,316,1891.72,10,14,172,127,Delivered,0,4,597783.52,Optimal
ORD00209,12-05-2025,Delhivery Direct,Almond Pack,FMCG,WH-West-03,Bengaluru,400,245,1143.72,5,5,277,63,Partially Delivered,155,0,457488,Overstocked
ORD00210,25-11-2025,Apex Logistics,Bluetooth Speaker,Electronics,WH-North-01,Mumbai,416,416,1307.25,5,5,4,59,Delivered,0,0,543816,Reorder Needed
ORD00211,22-04-2025,FastTrack Corp,LED Headlights,Automotive,WH-North-01,Lucknow,351,351,3133.69,12,15,3,42,Delivered,0,3,1099925.19,Reorder Needed
ORD00212,30-09-2025,Apex Logistics,LED Headlights,Automotive,WH-North-01,Jaipur,394,394,1526.44,7,5,220,129,Delivered,0,-2,601417.36,Optimal
ORD00213,17-02-2026,Nexus Global,Cotton T-Shirt,Apparel,WH-Central-04,Bengaluru,148,78,705.07,11,11,203,141,Partially Delivered,70,0,104350.36,Optimal
ORD00214,10-02-2025,Delhivery Direct,Water Purifier,Home & Kitchen,WH-Central-04,Hyderabad,381,381,1861.53,13,12,16,149,Delivered,0,-1,709242.93,Reorder Needed
ORD00215,17-02-2025,Om Logistics,Olive Oil,FMCG,WH-Central-04,Ahmedabad,53,53,945.94,14,14,222,148,Delivered,0,0,50134.82,Optimal
ORD00216,27-11-2025,Nexus Global,Induction Cooktop,Home & Kitchen,WH-Central-04,Mumbai,142,142,1793.66,14,17,38,158,Delivered,0,3,254699.72,Reorder Needed
ORD00217,17-12-2025,Apex Logistics,Induction Cooktop,Home & Kitchen,WH-South-02,Pune,33,21,5318.91,12,12,39,158,Partially Delivered,12,0,175524.03,Reorder Needed
ORD00218,03-06-2025,Mahindra Logistics,Track Pants,Apparel,WH-Central-04,Kolkata,371,146,2008.57,8,10,40,141,Partially Delivered,225,2,745179.47,Reorder Needed
ORD00219,14-09-2025,Nexus Global,Mixer Grinder,Home & Kitchen,WH-West-03,Hyderabad,454,0,1157.29,12,14,15,81,Cancelled,454,2,525409.66,Reorder Needed
ORD00220,21-11-2025,Delhivery Direct,Water Purifier,Home & Kitchen,WH-South-02,Pune,308,308,5223.37,9,9,194,124,Delivered,0,0,1608797.96,Optimal
ORD00221,13-02-2025,Mahindra Logistics,Car Battery,Automotive,WH-North-01,Delhi,162,88,1032.31,14,14,54,86,Partially Delivered,74,0,167234.22,Reorder Needed
ORD00222,16-02-2025,Delhivery Direct,Wireless Headphones,Electronics,WH-East-01,Chennai,77,77,3426.12,5,7,262,111,Delivered,0,2,263811.24,Overstocked
ORD00223,28-07-2025,Nexus Global,Smartphone,Electronics,WH-East-01,Jaipur,72,72,11228.33,8,10,198,92,Delivered,0,2,808439.76,Overstocked
ORD00224,03-02-2026,TCI Express,Tablet,Electronics,WH-South-02,Lucknow,291,291,4048.99,9,9,137,78,Delivered,0,0,1178256.09,Optimal
ORD00225,10-09-2025,BlueDart Suppliers,Cotton T-Shirt,Apparel,WH-West-03,Chennai,240,240,904.54,4,5,320,71,Delivered,0,1,217089.6,Overstocked
ORD00226,11-09-2025,Mahindra Logistics,Wiper Blades,Automotive,WH-West-03,Delhi,94,52,1649.1,9,10,168,142,Partially Delivered,42,1,155015.4,Optimal
ORD00227,14-08-2025,BlueDart Suppliers,Water Purifier,Home & Kitchen,WH-East-01,Pune,333,333,5252.21,6,9,163,90,Delivered,0,3,1748985.93,Optimal
ORD00228,30-05-2025,Mahindra Logistics,Shampoo Bottle,FMCG,WH-East-01,Kolkata,168,168,1170.62,9,10,102,112,Delivered,0,1,196664.16,Reorder Needed
ORD00229,31-10-2025,TCI Express,Brake Pads,Automotive,WH-North-01,Ahmedabad,387,319,1259.56,7,6,209,141,Partially Delivered,68,-1,487449.72,Optimal
ORD00230,11-12-2025,Zenith Supply,Protein Powder,FMCG,WH-South-02,Chennai,362,362,342.68,9,11,245,116,Delivered,0,2,124050.16,Overstocked
ORD00231,26-10-2025,TCI Express,Shampoo Bottle,FMCG,WH-West-03,Jaipur,43,43,1138.4,8,12,43,157,Delivered,0,4,48951.2,Reorder Needed
ORD00232,25-02-2025,FastTrack Corp,Hoodie,Apparel,WH-South-02,Lucknow,47,0,1391.96,13,15,220,82,Cancelled,47,2,65422.12,Overstocked
ORD00233,24-02-2025,Zenith Supply,Smartphone,Electronics,WH-South-02,Jaipur,407,407,9915.8,12,12,237,90,Delivered,0,0,4035730.6,Overstocked
ORD00234,31-01-2026,TCI Express,Air Filter,Automotive,WH-South-02,Pune,37,0,2379.36,7,9,59,50,In Transit,37,2,88036.32,Optimal
ORD00235,09-01-2026,Zenith Supply,Formal Shirt,Apparel,WH-East-01,Ahmedabad,426,426,732.7,10,11,231,96,Delivered,0,1,312130.2,Overstocked
ORD00236,13-06-2025,Apex Logistics,Wireless Headphones,Electronics,WH-North-01,Mumbai,459,0,6963.71,4,4,124,134,In Transit,459,0,3196342.89,Reorder Needed
ORD00237,22-09-2025,BlueDart Suppliers,Track Pants,Apparel,WH-East-01,Jaipur,243,243,2123.16,6,8,221,63,Delivered,0,2,515927.88,Overstocked
ORD00238,22-07-2025,Mahindra Logistics,Tablet,Electronics,WH-West-03,Lucknow,244,244,7732.44,14,14,32,136,Delivered,0,0,1886715.36,Reorder Needed
ORD00239,23-10-2025,BlueDart Suppliers,Bluetooth Speaker,Electronics,WH-East-01,Pune,125,125,8886.85,7,10,160,121,Delivered,0,3,1110856.25,Optimal
ORD00240,02-11-2025,Om Logistics,Shampoo Bottle,FMCG,WH-Central-04,Delhi,203,150,589.98,10,10,152,142,Partially Delivered,53,0,119765.94,Optimal
ORD00241,11-11-2025,BlueDart Suppliers,Engine Oil,Automotive,WH-East-01,Delhi,147,147,1652.06,5,6,198,105,Delivered,0,1,242852.82,Optimal
ORD00242,03-08-2025,Om Logistics,Brake Pads,Automotive,WH-West-03,Bengaluru,274,274,3005.56,14,14,147,102,Delivered,0,0,823523.44,Optimal
ORD00243,13-03-2025,Delhivery Direct,Formal Shirt,Apparel,WH-Central-04,Mumbai,468,468,1014.22,3,6,196,144,Delivered,0,3,474654.96,Optimal
ORD00244,15-10-2025,Delhivery Direct,Air Filter,Automotive,WH-West-03,Ahmedabad,237,237,3311.58,10,13,15,112,Delivered,0,3,784844.46,Reorder Needed
ORD00245,12-02-2026,Apex Logistics,Formal Shirt,Apparel,WH-East-01,Hyderabad,300,300,884.04,10,13,293,54,Delivered,0,3,265212,Overstocked
ORD00246,28-02-2025,FastTrack Corp,Induction Cooktop,Home & Kitchen,WH-Central-04,Mumbai,414,0,4179.21,11,11,126,53,Cancelled,414,0,1730192.94,Overstocked
ORD00247,02-06-2025,Zenith Supply,Smartwatch,Electronics,WH-East-01,Delhi,249,249,15736.88,4,4,301,134,Delivered,0,0,3918483.12,Overstocked
ORD00248,19-12-2025,Om Logistics,Electric Kettle,Home & Kitchen,WH-South-02,Lucknow,96,96,4488.79,6,4,143,108,Delivered,0,-2,430923.84,Optimal
ORD00249,02-11-2025,FastTrack Corp,Brake Pads,Automotive,WH-East-01,Chennai,318,318,1496.11,11,10,210,136,Delivered,0,-1,475762.98,Optimal
ORD00250,31-01-2025,BlueDart Suppliers,Electric Kettle,Home & Kitchen,WH-South-02,Hyderabad,99,99,4143.56,6,8,137,113,Delivered,0,2,410212.44,Optimal
ORD00251,18-11-2025,Delhivery Direct,Olive Oil,FMCG,WH-North-01,Delhi,231,231,794.52,7,8,167,102,Delivered,0,1,183534.12,Optimal
ORD00252,25-10-2025,Nexus Global,Tablet,Electronics,WH-West-03,Pune,460,460,2263.96,11,13,108,94,Delivered,0,2,1041421.6,Optimal
ORD00253,11-09-2025,Zenith Supply,Cookware Set,Home & Kitchen,WH-East-01,Jaipur,320,0,1413.79,10,11,24,137,In Transit,320,1,452412.8,Reorder Needed
ORD00254,24-01-2025,Delhivery Direct,Tablet,Electronics,WH-North-01,Delhi,500,500,15608.55,10,13,103,94,Delivered,0,3,7804275,Optimal
ORD00255,19-12-2025,Zenith Supply,Hoodie,Apparel,WH-South-02,Chennai,72,72,1560.99,7,6,84,155,Delivered,0,-1,112391.28,Reorder Needed
ORD00256,27-01-2025,Zenith Supply,Almond Pack,FMCG,WH-South-02,Kolkata,360,360,264,4,2,67,49,Delivered,0,-2,95040,Optimal
ORD00257,31-10-2025,Delhivery Direct,Track Pants,Apparel,WH-North-01,Mumbai,381,381,985.61,4,6,36,101,Delivered,0,2,375517.41,Reorder Needed
ORD00258,28-04-2025,Nexus Global,Organic Tea,FMCG,WH-North-01,Pune,213,159,1251.24,5,7,68,151,Partially Delivered,54,2,266514.12,Reorder Needed
ORD00259,25-11-2025,TCI Express,Cotton T-Shirt,Apparel,WH-Central-04,Mumbai,337,261,1552.54,10,11,77,135,Partially Delivered,76,1,523205.98,Reorder Needed
ORD00260,30-07-2025,Delhivery Direct,Air Filter,Automotive,WH-South-02,Delhi,484,484,811.91,4,6,161,94,Delivered,0,2,392964.44,Optimal
ORD00261,10-02-2026,Zenith Supply,Denim Jeans,Apparel,WH-North-01,Hyderabad,308,98,1461.85,14,14,154,148,Partially Delivered,210,0,450249.8,Optimal
ORD00262,16-04-2025,TCI Express,Wiper Blades,Automotive,WH-South-02,Kolkata,176,176,3049.3,6,9,255,70,Delivered,0,3,536676.8,Overstocked
ORD00263,23-11-2025,TCI Express,Engine Oil,Automotive,WH-North-01,Pune,187,187,941.13,12,14,88,127,Delivered,0,2,175991.31,Reorder Needed
ORD00264,26-01-2026,Apex Logistics,Organic Tea,FMCG,WH-Central-04,Delhi,32,0,477.73,3,1,259,90,Cancelled,32,-2,15287.36,Overstocked
ORD00265,27-05-2025,Om Logistics,LED Headlights,Automotive,WH-West-03,Delhi,352,352,2599.92,12,12,40,79,Delivered,0,0,915171.84,Reorder Needed
ORD00266,19-09-2025,TCI Express,Denim Jeans,Apparel,WH-East-01,Kolkata,325,325,1523.44,13,12,122,95,Delivered,0,-1,495118,Optimal
ORD00267,30-01-2025,Om Logistics,Cotton T-Shirt,Apparel,WH-North-01,Ahmedabad,338,338,1476.34,7,7,70,130,Delivered,0,0,499002.92,Reorder Needed
ORD00268,26-12-2025,Delhivery Direct,Laptop,Electronics,WH-East-01,Jaipur,289,289,14354.18,14,14,137,56,Delivered,0,0,4148358.02,Overstocked
ORD00269,11-01-2026,FastTrack Corp,Smartphone,Electronics,WH-West-03,Chennai,293,293,2273.05,14,13,184,105,Delivered,0,-1,666003.65,Optimal
ORD00270,29-01-2025,BlueDart Suppliers,Shampoo Bottle,FMCG,WH-East-01,Bengaluru,155,155,1116.66,12,11,1,105,Delivered,0,-1,173082.3,Reorder Needed
ORD00271,23-01-2025,Apex Logistics,Laptop,Electronics,WH-West-03,Pune,221,221,16659.81,5,3,214,156,Delivered,0,-2,3681818.01,Optimal
ORD00272,25-04-2025,Om Logistics,Air Fryer,Home & Kitchen,WH-East-01,Chennai,447,447,1166.07,8,7,26,155,Delivered,0,-1,521233.29,Reorder Needed
ORD00273,02-04-2025,Apex Logistics,Track Pants,Apparel,WH-West-03,Delhi,474,474,1210.42,7,7,233,110,Delivered,0,0,573739.08,Overstocked
ORD00274,05-01-2025,Zenith Supply,Air Fryer,Home & Kitchen,WH-Central-04,Chennai,403,403,3726.77,10,11,100,103,Delivered,0,1,1501888.31,Reorder Needed
ORD00275,11-01-2026,BlueDart Suppliers,Brake Pads,Automotive,WH-North-01,Kolkata,37,0,1355.29,8,6,192,40,Cancelled,37,-2,50145.73,Overstocked
ORD00276,13-01-2026,Mahindra Logistics,Mixer Grinder,Home & Kitchen,WH-Central-04,Hyderabad,239,239,3112.54,3,3,22,51,Delivered,0,0,743897.06,Reorder Needed
ORD00277,29-04-2025,FastTrack Corp,LED Headlights,Automotive,WH-West-03,Delhi,322,322,791.87,5,7,31,112,Delivered,0,2,254982.14,Reorder Needed
ORD00278,11-08-2025,Zenith Supply,Denim Jeans,Apparel,WH-East-01,Pune,499,499,1831.51,14,15,119,74,Delivered,0,1,913923.49,Optimal
ORD00279,08-02-2025,Nexus Global,Denim Jeans,Apparel,WH-South-02,Delhi,109,109,1181.7,8,10,106,85,Delivered,0,2,128805.3,Optimal
ORD00280,20-08-2025,Zenith Supply,Water Purifier,Home & Kitchen,WH-North-01,Delhi,105,105,4595.71,7,5,167,149,Delivered,0,-2,482549.55,Optimal
ORD00281,17-03-2025,Mahindra Logistics,Tablet,Electronics,WH-East-01,Kolkata,287,130,2022.37,7,7,207,43,Partially Delivered,157,0,580420.19,Overstocked
ORD00282,20-08-2025,TCI Express,Air Filter,Automotive,WH-South-02,Delhi,261,261,817.82,5,4,113,146,Delivered,0,-1,213451.02,Reorder Needed
ORD00283,08-03-2025,FastTrack Corp,Running Shoes,Apparel,WH-North-01,Lucknow,325,0,828.82,4,2,227,65,Cancelled,325,-2,269366.5,Overstocked
ORD00284,19-02-2026,FastTrack Corp,Cotton T-Shirt,Apparel,WH-North-01,Mumbai,261,179,443.68,12,14,15,103,Partially Delivered,82,2,115800.48,Reorder Needed
ORD00285,15-07-2025,FastTrack Corp,Protein Powder,FMCG,WH-South-02,Bengaluru,165,165,499.82,5,3,125,118,Delivered,0,-2,82470.3,Optimal
ORD00286,28-11-2025,Om Logistics,Water Purifier,Home & Kitchen,WH-Central-04,Ahmedabad,56,56,1212.29,9,9,269,122,Delivered,0,0,67888.24,Overstocked
ORD00287,08-05-2025,Om Logistics,Engine Oil,Automotive,WH-East-01,Ahmedabad,303,303,3603.88,8,12,92,74,Delivered,0,4,1091975.64,Optimal
ORD00288,14-01-2025,Mahindra Logistics,Induction Cooktop,Home & Kitchen,WH-North-01,Chennai,54,54,4600.67,10,14,119,114,Delivered,0,4,248436.18,Optimal
ORD00289,23-03-2025,Mahindra Logistics,Laptop,Electronics,WH-East-01,Jaipur,442,374,14492.79,14,12,294,68,Partially Delivered,68,-2,6405813.18,Overstocked
ORD00290,13-02-2026,BlueDart Suppliers,Detergent Pack,FMCG,WH-South-02,Hyderabad,328,0,547.51,14,15,180,43,In Transit,328,1,179583.28,Overstocked
ORD00291,18-10-2025,Mahindra Logistics,Brake Pads,Automotive,WH-West-03,Jaipur,183,183,1119.78,3,2,112,117,Delivered,0,-1,204919.74,Reorder Needed
ORD00292,11-01-2025,Apex Logistics,LED Headlights,Automotive,WH-East-01,Lucknow,128,0,3706.43,8,8,165,148,In Transit,128,0,474423.04,Optimal
ORD00293,31-01-2025,BlueDart Suppliers,Laptop,Electronics,WH-North-01,Jaipur,465,465,7330.15,4,5,202,124,Delivered,0,1,3408519.75,Optimal
ORD00294,28-10-2025,Zenith Supply,Wireless Headphones,Electronics,WH-East-01,Bengaluru,105,105,13503.51,9,12,287,62,Delivered,0,3,1417868.55,Overstocked
ORD00295,22-12-2025,Mahindra Logistics,Car Battery,Automotive,WH-Central-04,Bengaluru,218,218,1657.98,14,14,0,133,Delivered,0,0,361439.64,Out of Stock
ORD00296,26-12-2025,Apex Logistics,LED Headlights,Automotive,WH-South-02,Lucknow,187,187,4176.26,12,12,254,53,Delivered,0,0,780960.62,Overstocked
ORD00297,14-03-2025,Nexus Global,Electric Kettle,Home & Kitchen,WH-South-02,Pune,188,188,1589.07,4,5,107,73,Delivered,0,1,298745.16,Optimal
ORD00298,08-05-2025,Zenith Supply,Wireless Headphones,Electronics,WH-North-01,Mumbai,49,0,7683.74,14,16,211,153,Cancelled,49,2,376503.26,Optimal
ORD00299,10-09-2025,TCI Express,Detergent Pack,FMCG,WH-West-03,Delhi,449,449,749.36,12,12,17,49,Delivered,0,0,336462.64,Reorder Needed
ORD00300,31-05-2025,Zenith Supply,Wireless Headphones,Electronics,WH-North-01,Delhi,200,130,4057.77,9,9,47,160,Partially Delivered,70,0,811554,Reorder Needed
ORD00301,23-06-2025,Delhivery Direct,Wiper Blades,Automotive,WH-North-01,Kolkata,359,359,1076.49,9,9,105,82,Delivered,0,0,386459.91,Optimal
ORD00302,08-04-2025,TCI Express,Almond Pack,FMCG,WH-Central-04,Chennai,363,363,501.9,6,5,281,113,Delivered,0,-1,182189.7,Overstocked
ORD00303,09-09-2025,FastTrack Corp,Cotton T-Shirt,Apparel,WH-North-01,Kolkata,69,69,894.92,13,16,105,43,Delivered,0,3,61749.48,Overstocked
ORD00304,29-03-2025,Delhivery Direct,Mixer Grinder,Home & Kitchen,WH-North-01,Chennai,426,426,2668.1,10,10,198,109,Delivered,0,0,1136610.6,Optimal
ORD00305,05-04-2025,FastTrack Corp,Water Purifier,Home & Kitchen,WH-South-02,Ahmedabad,47,47,2037.49,10,10,288,74,Delivered,0,0,95762.03,Overstocked
ORD00306,01-02-2025,Nexus Global,Hoodie,Apparel,WH-North-01,Pune,438,438,1351.68,12,12,198,147,Delivered,0,0,592035.84,Optimal
ORD00307,24-02-2026,TCI Express,LED Headlights,Automotive,WH-West-03,Lucknow,476,476,1366.13,7,6,17,149,Delivered,0,-1,650277.88,Reorder Needed
ORD00308,15-09-2025,BlueDart Suppliers,Wiper Blades,Automotive,WH-North-01,Ahmedabad,113,49,4291.15,5,5,216,45,Partially Delivered,64,0,484899.95,Overstocked
ORD00309,10-02-2025,BlueDart Suppliers,Protein Powder,FMCG,WH-Central-04,Chennai,188,188,1288.51,4,3,282,90,Delivered,0,-1,242239.88,Overstocked
ORD00310,16-06-2025,Delhivery Direct,Induction Cooktop,Home & Kitchen,WH-North-01,Lucknow,325,325,3256.04,9,8,290,58,Delivered,0,-1,1058213,Overstocked
ORD00311,29-10-2025,Nexus Global,Engine Oil,Automotive,WH-Central-04,Delhi,427,0,1572.98,11,12,196,73,In Transit,427,1,671662.46,Overstocked
ORD00312,02-12-2025,Delhivery Direct,Shampoo Bottle,FMCG,WH-North-01,Bengaluru,166,166,653.72,12,14,169,153,Delivered,0,2,108517.52,Optimal
ORD00313,20-12-2025,Delhivery Direct,Cotton T-Shirt,Apparel,WH-East-01,Pune,35,35,975.05,7,7,50,102,Delivered,0,0,34126.75,Reorder Needed
ORD00314,27-04-2025,Delhivery Direct,Formal Shirt,Apparel,WH-East-01,Chennai,398,398,1121.03,13,12,208,67,Delivered,0,-1,446169.94,Overstocked
ORD00315,15-01-2026,FastTrack Corp,Shampoo Bottle,FMCG,WH-North-01,Jaipur,430,430,348.72,7,11,268,139,Delivered,0,4,149949.6,Optimal
ORD00316,19-10-2025,Mahindra Logistics,Laptop,Electronics,WH-South-02,Mumbai,152,152,1755.59,3,4,188,75,Delivered,0,1,266849.68,Overstocked
ORD00317,26-08-2025,Nexus Global,LED Headlights,Automotive,WH-North-01,Hyderabad,215,0,2404.03,10,10,300,100,Cancelled,215,0,516866.45,Overstocked
ORD00318,10-10-2025,BlueDart Suppliers,Cookware Set,Home & Kitchen,WH-East-01,Delhi,170,78,929.02,3,3,113,149,Partially Delivered,92,0,157933.4,Reorder Needed
ORD00319,28-11-2025,Mahindra Logistics,Hoodie,Apparel,WH-East-01,Kolkata,287,287,387.1,13,11,88,56,Delivered,0,-2,111097.7,Optimal
ORD00320,04-11-2025,Zenith Supply,Laptop,Electronics,WH-Central-04,Chennai,389,389,17446.01,13,13,178,88,Delivered,0,0,6786497.89,Overstocked
ORD00321,24-08-2025,Delhivery Direct,Air Fryer,Home & Kitchen,WH-East-01,Jaipur,447,447,3730.95,12,11,191,124,Delivered,0,-1,1667734.65,Optimal
ORD00322,15-10-2025,Zenith Supply,Wiper Blades,Automotive,WH-East-01,Delhi,271,147,661.73,7,8,152,123,Partially Delivered,124,1,179328.83,Optimal
